Tree_num,Province,Ecozone,Genus,Species,Variety,DBH,Height,merchVol,topVolRatio,topBarkRatio
2330,AB,5,POPU,BAL,, 24.00, 19.42,0.316605,0.047485,0.059374
2331,AB,5,POPU,BAL,, 25.00, 19.72,0.350147,0.040852,0.051428
2332,AB,5,POPU,BAL,, 26.00, 20.00,0.385349,0.035336,0.044766
2333,AB,5,POPU,BAL,, 27.00, 20.28,0.422237,0.030719,0.039147
2334,AB,5,POPU,BAL,, 28.00, 20.56,0.460839,0.026832,0.034384
2335,AB,5,POPU,BAL,, 29.00, 20.82,0.501177,0.023541,0.030324
2336,AB,5,POPU,BAL,, 30.00, 21.08,0.543276,0.020740,0.026847
2337,AB,5,POPU,BAL,, 31.00, 21.34,0.587158,0.018345,0.023855
2338,AB,5,POPU,BAL,, 32.00, 21.59,0.632844,0.016286,0.021270
2339,AB,5,POPU,BAL,, 33.00, 21.83,0.680354,0.014509,0.019027
2340,AB,5,POPU,BAL,, 34.00, 22.07,0.729709,0.012968,0.017073
2341,AB,5,POPU,BAL,, 35.00, 22.31,0.780928,0.011627,0.015364
2342,AB,5,POPU,BAL,, 36.00, 22.54,0.834028,0.010456,0.013865
2343,AB,5,POPU,BAL,, 37.00, 22.77,0.889029,0.009429,0.012545
2344,AB,5,POPU,BAL,, 38.00, 22.99,0.945946,0.008526,0.011379
2345,AB,5,POPU,BAL,, 39.00, 23.22,1.004797,0.007729,0.010346
2346,AB,5,POPU,BAL,, 40.00, 23.43,1.065599,0.007023,0.009428
2347,AB,5,POPU,BAL,, 41.00, 23.65,1.128367,0.006396,0.008611
2348,AB,5,POPU,BAL,, 42.00, 23.86,1.193116,0.005838,0.007880
2349,AB,5,POPU,BAL,, 43.00, 24.06,1.259862,0.005340,0.007226
2350,AB,5,POPU,BAL,, 44.00, 24.27,1.328620,0.004894,0.006639
2351,AB,5,POPU,BAL,, 45.00, 24.47,1.399404,0.004494,0.006110
2352,AB,5,POPU,BAL,, 46.00, 24.67,1.472229,0.004135,0.005634
2353,AB,5,POPU,BAL,, 47.00, 24.86,1.547107,0.003810,0.005203
2354,AB,5,POPU,BAL,, 48.00, 25.05,1.624054,0.003517,0.004813
2355,AB,5,POPU,BAL,, 49.00, 25.24,1.703081,0.003252,0.004459
2356,AB,5,POPU,BAL,, 50.00, 25.43,1.784203,0.003012,0.004137
2357,AB,6,POPU,BAL,, 13.00, 15.51,0.000000,0.392885,0.433021
2358,AB,6,POPU,BAL,, 14.00, 15.94,0.066079,0.312693,0.350626
2359,AB,6,POPU,BAL,, 15.00, 16.35,0.084529,0.250119,0.284917
2360,AB,6,POPU,BAL,, 16.00, 16.74,0.104441,0.201527,0.232886
2361,AB,6,POPU,BAL,, 17.00, 17.11,0.125780,0.163706,0.191672
2362,AB,6,POPU,BAL,, 18.00, 17.48,0.148548,0.134101,0.158896
2363,AB,6,POPU,BAL,, 19.00, 17.83,0.172763,0.110755,0.132673
2364,AB,6,POPU,BAL,, 20.00, 18.17,0.198454,0.092195,0.111552
2365,AB,6,POPU,BAL,, 21.00, 18.49,0.225651,0.077320,0.094419
2366,AB,6,POPU,BAL,, 22.00, 18.81,0.254388,0.065301,0.080423
2367,AB,6,POPU,BAL,, 23.00, 19.12,0.284696,0.055514,0.068909
2368,AB,6,POPU,BAL,, 24.00, 19.42,0.316605,0.047485,0.059374
2369,AB,6,POPU,BAL,, 25.00, 19.72,0.350147,0.040852,0.051428
2370,AB,6,POPU,BAL,, 26.00, 20.00,0.385349,0.035336,0.044766
2371,AB,6,POPU,BAL,, 27.00, 20.28,0.422237,0.030719,0.039147
2372,AB,6,POPU,BAL,, 28.00, 20.56,0.460839,0.026832,0.034384
2373,AB,6,POPU,BAL,, 29.00, 20.82,0.501177,0.023541,0.030324
2374,AB,6,POPU,BAL,, 30.00, 21.08,0.543276,0.020740,0.026847
2375,AB,6,POPU,BAL,, 31.00, 21.34,0.587158,0.018345,0.023855
2376,AB,6,POPU,BAL,, 32.00, 21.59,0.632844,0.016286,0.021270
2377,AB,6,POPU,BAL,, 33.00, 21.83,0.680354,0.014509,0.019027
2378,AB,6,POPU,BAL,, 34.00, 22.07,0.729709,0.012968,0.017073
2379,AB,6,POPU,BAL,, 35.00, 22.31,0.780928,0.011627,0.015364
2380,AB,6,POPU,BAL,, 36.00, 22.54,0.834028,0.010456,0.013865
2381,AB,6,POPU,BAL,, 37.00, 22.77,0.889029,0.009429,0.012545
2382,AB,6,POPU,BAL,, 38.00, 22.99,0.945946,0.008526,0.011379
2383,AB,6,POPU,BAL,, 39.00, 23.22,1.004797,0.007729,0.010346
2384,AB,6,POPU,BAL,, 40.00, 23.43,1.065599,0.007023,0.009428
2385,AB,6,POPU,BAL,, 41.00, 23.65,1.128367,0.006396,0.008611
2386,AB,6,POPU,BAL,, 42.00, 23.86,1.193116,0.005838,0.007880
2387,AB,6,POPU,BAL,, 43.00, 24.06,1.259862,0.005340,0.007226
2388,AB,6,POPU,BAL,, 44.00, 24.27,1.328620,0.004894,0.006639
2389,AB,6,POPU,BAL,, 45.00, 24.47,1.399404,0.004494,0.006110
2390,AB,6,POPU,BAL,, 46.00, 24.67,1.472229,0.004135,0.005634
2391,AB,6,POPU,BAL,, 47.00, 24.86,1.547107,0.003810,0.005203
2392,AB,6,POPU,BAL,, 48.00, 25.05,1.624054,0.003517,0.004813
2393,AB,6,POPU,BAL,, 49.00, 25.24,1.703081,0.003252,0.004459
2394,AB,6,POPU,BAL,, 50.00, 25.43,1.784203,0.003012,0.004137
2395,AB,9,POPU,BAL,, 13.00, 15.51,0.000000,0.392885,0.433021
2396,AB,9,POPU,BAL,, 14.00, 15.94,0.066079,0.312693,0.350626
2397,AB,9,POPU,BAL,, 15.00, 16.35,0.084529,0.250119,0.284917
2398,AB,9,POPU,BAL,, 16.00, 16.74,0.104441,0.201527,0.232886
2399,AB,9,POPU,BAL,, 17.00, 17.11,0.125780,0.163706,0.191672
2400,AB,9,POPU,BAL,, 18.00, 17.48,0.148548,0.134101,0.158896
2401,AB,9,POPU,BAL,, 19.00, 17.83,0.172763,0.110755,0.132673
2402,AB,9,POPU,BAL,, 20.00, 18.17,0.198454,0.092195,0.111552
2403,AB,9,POPU,BAL,, 21.00, 18.49,0.225651,0.077320,0.094419
2404,AB,9,POPU,BAL,, 22.00, 18.81,0.254388,0.065301,0.080423
2405,AB,9,POPU,BAL,, 23.00, 19.12,0.284696,0.055514,0.068909
2406,AB,9,POPU,BAL,, 24.00, 19.42,0.316605,0.047485,0.059374
2407,AB,9,POPU,BAL,, 25.00, 19.72,0.350147,0.040852,0.051428
2408,AB,9,POPU,BAL,, 26.00, 20.00,0.385349,0.035336,0.044766
2409,AB,9,POPU,BAL,, 27.00, 20.28,0.422237,0.030719,0.039147
2410,AB,9,POPU,BAL,, 28.00, 20.56,0.460839,0.026832,0.034384
2411,AB,9,POPU,BAL,, 29.00, 20.82,0.501177,0.023541,0.030324
2412,AB,9,POPU,BAL,, 30.00, 21.08,0.543276,0.020740,0.026847
2413,AB,9,POPU,BAL,, 31.00, 21.34,0.587158,0.018345,0.023855
2414,AB,9,POPU,BAL,, 32.00, 21.59,0.632844,0.016286,0.021270
2415,AB,9,POPU,BAL,, 33.00, 21.83,0.680354,0.014509,0.019027
2416,AB,9,POPU,BAL,, 34.00, 22.07,0.729709,0.012968,0.017073
2417,AB,9,POPU,BAL,, 35.00, 22.31,0.780928,0.011627,0.015364
2418,AB,9,POPU,BAL,, 36.00, 22.54,0.834028,0.010456,0.013865
2419,AB,9,POPU,BAL,, 37.00, 22.77,0.889029,0.009429,0.012545
2420,AB,9,POPU,BAL,, 38.00, 22.99,0.945946,0.008526,0.011379
2421,AB,9,POPU,BAL,, 39.00, 23.22,1.004797,0.007729,0.010346
2422,AB,9,POPU,BAL,, 40.00, 23.43,1.065599,0.007023,0.009428
2423,AB,9,POPU,BAL,, 41.00, 23.65,1.128367,0.006396,0.008611
2424,AB,9,POPU,BAL,, 42.00, 23.86,1.193116,0.005838,0.007880
2425,AB,9,POPU,BAL,, 43.00, 24.06,1.259862,0.005340,0.007226
2426,AB,9,POPU,BAL,, 44.00, 24.27,1.328620,0.004894,0.006639
2427,AB,9,POPU,BAL,, 45.00, 24.47,1.399404,0.004494,0.006110
2428,AB,9,POPU,BAL,, 46.00, 24.67,1.472229,0.004135,0.005634
2429,AB,9,POPU,BAL,, 47.00, 24.86,1.547107,0.003810,0.005203
2430,AB,9,POPU,BAL,, 48.00, 25.05,1.624054,0.003517,0.004813
2431,AB,9,POPU,BAL,, 49.00, 25.24,1.703081,0.003252,0.004459
2432,AB,9,POPU,BAL,, 50.00, 25.43,1.784203,0.003012,0.004137
2433,AB,10,POPU,BAL,, 13.00, 15.51,0.000000,0.392885,0.433021
2434,AB,10,POPU,BAL,, 14.00, 15.94,0.066079,0.312693,0.350626
2435,AB,10,POPU,BAL,, 15.00, 16.35,0.084529,0.250119,0.284917
2436,AB,10,POPU,BAL,, 16.00, 16.74,0.104441,0.201527,0.232886
2437,AB,10,POPU,BAL,, 17.00, 17.11,0.125780,0.163706,0.191672
2438,AB,10,POPU,BAL,, 18.00, 17.48,0.148548,0.134101,0.158896
2439,AB,10,POPU,BAL,, 19.00, 17.83,0.172763,0.110755,0.132673
2440,AB,10,POPU,BAL,, 20.00, 18.17,0.198454,0.092195,0.111552
2441,AB,10,POPU,BAL,, 21.00, 18.49,0.225651,0.077320,0.094419
2442,AB,10,POPU,BAL,, 22.00, 18.81,0.254388,0.065301,0.080423
2443,AB,10,POPU,BAL,, 23.00, 19.12,0.284696,0.055514,0.068909
2444,AB,10,POPU,BAL,, 24.00, 19.42,0.316605,0.047485,0.059374
2445,AB,10,POPU,BAL,, 25.00, 19.72,0.350147,0.040852,0.051428
2446,AB,10,POPU,BAL,, 26.00, 20.00,0.385349,0.035336,0.044766
2447,AB,10,POPU,BAL,, 27.00, 20.28,0.422237,0.030719,0.039147
2448,AB,10,POPU,BAL,, 28.00, 20.56,0.460839,0.026832,0.034384
2449,AB,10,POPU,BAL,, 29.00, 20.82,0.501177,0.023541,0.030324
2450,AB,10,POPU,BAL,, 30.00, 21.08,0.543276,0.020740,0.026847
2451,AB,10,POPU,BAL,, 31.00, 21.34,0.587158,0.018345,0.023855
2452,AB,10,POPU,BAL,, 32.00, 21.59,0.632844,0.016286,0.021270
2453,AB,10,POPU,BAL,, 33.00, 21.83,0.680354,0.014509,0.019027
2454,AB,10,POPU,BAL,, 34.00, 22.07,0.729709,0.012968,0.017073
2455,AB,10,POPU,BAL,, 35.00, 22.31,0.780928,0.011627,0.015364
2456,AB,10,POPU,BAL,, 36.00, 22.54,0.834028,0.010456,0.013865
2457,AB,10,POPU,BAL,, 37.00, 22.77,0.889029,0.009429,0.012545
2458,AB,10,POPU,BAL,, 38.00, 22.99,0.945946,0.008526,0.011379
2459,AB,10,POPU,BAL,, 39.00, 23.22,1.004797,0.007729,0.010346
2460,AB,10,POPU,BAL,, 40.00, 23.43,1.065599,0.007023,0.009428
2461,AB,10,POPU,BAL,, 41.00, 23.65,1.128367,0.006396,0.008611
2462,AB,10,POPU,BAL,, 42.00, 23.86,1.193116,0.005838,0.007880
2463,AB,10,POPU,BAL,, 43.00, 24.06,1.259862,0.005340,0.007226
2464,AB,10,POPU,BAL,, 44.00, 24.27,1.328620,0.004894,0.006639
2465,AB,10,POPU,BAL,, 45.00, 24.47,1.399404,0.004494,0.006110
2466,AB,10,POPU,BAL,, 46.00, 24.67,1.472229,0.004135,0.005634
2467,AB,10,POPU,BAL,, 47.00, 24.86,1.547107,0.003810,0.005203
2468,AB,10,POPU,BAL,, 48.00, 25.05,1.624054,0.003517,0.004813
2469,AB,10,POPU,BAL,, 49.00, 25.24,1.703081,0.003252,0.004459
2470,AB,10,POPU,BAL,, 50.00, 25.43,1.784203,0.003012,0.004137
2471,AB,14,POPU,BAL,, 13.00, 15.51,0.000000,0.392885,0.433021
2472,AB,14,POPU,BAL,, 14.00, 15.94,0.066079,0.312693,0.350626
2473,AB,14,POPU,BAL,, 15.00, 16.35,0.084529,0.250119,0.284917
2474,AB,14,POPU,BAL,, 16.00, 16.74,0.104441,0.201527,0.232886
2475,AB,14,POPU,BAL,, 17.00, 17.11,0.125780,0.163706,0.191672
2476,AB,14,POPU,BAL,, 18.00, 17.48,0.148548,0.134101,0.158896
2477,AB,14,POPU,BAL,, 19.00, 17.83,0.172763,0.110755,0.132673
2478,AB,14,POPU,BAL,, 20.00, 18.17,0.198454,0.092195,0.111552
2479,AB,14,POPU,BAL,, 21.00, 18.49,0.225651,0.077320,0.094419
2480,AB,14,POPU,BAL,, 22.00, 18.81,0.254388,0.065301,0.080423
2481,AB,14,POPU,BAL,, 23.00, 19.12,0.284696,0.055514,0.068909
2482,AB,14,POPU,BAL,, 24.00, 19.42,0.316605,0.047485,0.059374
2483,AB,14,POPU,BAL,, 25.00, 19.72,0.350147,0.040852,0.051428
2484,AB,14,POPU,BAL,, 26.00, 20.00,0.385349,0.035336,0.044766
2485,AB,14,POPU,BAL,, 27.00, 20.28,0.422237,0.030719,0.039147
2486,AB,14,POPU,BAL,, 28.00, 20.56,0.460839,0.026832,0.034384
2487,AB,14,POPU,BAL,, 29.00, 20.82,0.501177,0.023541,0.030324
2488,AB,14,POPU,BAL,, 30.00, 21.08,0.543276,0.020740,0.026847
2489,AB,14,POPU,BAL,, 31.00, 21.34,0.587158,0.018345,0.023855
2490,AB,14,POPU,BAL,, 32.00, 21.59,0.632844,0.016286,0.021270
2491,AB,14,POPU,BAL,, 33.00, 21.83,0.680354,0.014509,0.019027
2492,AB,14,POPU,BAL,, 34.00, 22.07,0.729709,0.012968,0.017073
2493,AB,14,POPU,BAL,, 35.00, 22.31,0.780928,0.011627,0.015364
2494,AB,14,POPU,BAL,, 36.00, 22.54,0.834028,0.010456,0.013865
2495,AB,14,POPU,BAL,, 37.00, 22.77,0.889029,0.009429,0.012545
2496,AB,14,POPU,BAL,, 38.00, 22.99,0.945946,0.008526,0.011379
2497,AB,14,POPU,BAL,, 39.00, 23.22,1.004797,0.007729,0.010346
2498,AB,14,POPU,BAL,, 40.00, 23.43,1.065599,0.007023,0.009428
2499,AB,14,POPU,BAL,, 41.00, 23.65,1.128367,0.006396,0.008611
2500,AB,14,POPU,BAL,, 42.00, 23.86,1.193116,0.005838,0.007880
2501,AB,14,POPU,BAL,, 43.00, 24.06,1.259862,0.005340,0.007226
2502,AB,14,POPU,BAL,, 44.00, 24.27,1.328620,0.004894,0.006639
2503,AB,14,POPU,BAL,, 45.00, 24.47,1.399404,0.004494,0.006110
2504,AB,14,POPU,BAL,, 46.00, 24.67,1.472229,0.004135,0.005634
2505,AB,14,POPU,BAL,, 47.00, 24.86,1.547107,0.003810,0.005203
2506,AB,14,POPU,BAL,, 48.00, 25.05,1.624054,0.003517,0.004813
2507,AB,14,POPU,BAL,, 49.00, 25.24,1.703081,0.003252,0.004459
2508,AB,14,POPU,BAL,, 50.00, 25.43,1.784203,0.003012,0.004137
2509,AB,4,PSEU,MEN,GLA, 13.00, 67.20,0.051628,0.772223,0.794904
2510,AB,4,PSEU,MEN,GLA, 14.00, 63.39,0.084698,0.664341,0.692155
2511,AB,4,PSEU,MEN,GLA, 15.00, 60.05,0.123656,0.556423,0.587149
2512,AB,4,PSEU,MEN,GLA, 16.00, 57.08,0.165519,0.458980,0.490470
2513,AB,4,PSEU,MEN,GLA, 17.00, 54.42,0.208264,0.376103,0.406776
2514,AB,4,PSEU,MEN,GLA, 18.00, 52.03,0.250813,0.307848,0.336733
2515,AB,4,PSEU,MEN,GLA, 19.00, 49.87,0.292700,0.252520,0.279124
2516,AB,4,PSEU,MEN,GLA, 20.00, 47.90,0.333796,0.207962,0.232110
2517,AB,4,PSEU,MEN,GLA, 21.00, 46.10,0.374136,0.172119,0.193832
2518,AB,4,PSEU,MEN,GLA, 22.00, 44.44,0.413827,0.143229,0.162635
2519,AB,4,PSEU,MEN,GLA, 23.00, 42.92,0.452998,0.119856,0.137140
2520,AB,4,PSEU,MEN,GLA, 24.00, 41.51,0.491779,0.100859,0.116222
2521,AB,4,PSEU,MEN,GLA, 25.00, 40.20,0.530290,0.085337,0.098984
2522,AB,4,PSEU,MEN,GLA, 26.00, 38.98,0.568636,0.072586,0.084709
2523,AB,4,PSEU,MEN,GLA, 27.00, 37.84,0.606907,0.062053,0.072830
2524,AB,4,PSEU,MEN,GLA, 28.00, 36.77,0.645180,0.053307,0.062897
2525,AB,4,PSEU,MEN,GLA, 29.00, 35.77,0.683520,0.046005,0.054552
2526,AB,4,PSEU,MEN,GLA, 30.00, 34.83,0.721980,0.039878,0.047506
2527,AB,4,PSEU,MEN,GLA, 31.00, 33.94,0.760605,0.034711,0.041532
2528,AB,4,PSEU,MEN,GLA, 32.00, 33.11,0.799432,0.030334,0.036444
2529,AB,4,PSEU,MEN,GLA, 33.00, 32.32,0.838493,0.026609,0.032092
2530,AB,4,PSEU,MEN,GLA, 34.00, 31.57,0.877814,0.023424,0.028355
2531,AB,4,PSEU,MEN,GLA, 35.00, 30.86,0.917414,0.020692,0.025133
2532,AB,4,PSEU,MEN,GLA, 36.00, 30.18,0.957313,0.018337,0.022345
2533,AB,4,PSEU,MEN,GLA, 37.00, 29.54,0.997524,0.016300,0.019925
2534,AB,4,PSEU,MEN,GLA, 38.00, 28.93,1.038059,0.014532,0.017816
2535,AB,4,PSEU,MEN,GLA, 39.00, 28.34,1.078928,0.012992,0.015972
2536,AB,4,PSEU,MEN,GLA, 40.00, 27.78,1.120138,0.011647,0.014356
2537,AB,4,PSEU,MEN,GLA, 41.00, 27.25,1.161697,0.010467,0.012934
2538,AB,4,PSEU,MEN,GLA, 42.00, 26.74,1.203609,0.009430,0.011680
2539,AB,4,PSEU,MEN,GLA, 43.00, 26.25,1.245877,0.008515,0.010571
2540,AB,4,PSEU,MEN,GLA, 44.00, 25.78,1.288507,0.007706,0.009588
2541,AB,4,PSEU,MEN,GLA, 45.00, 25.33,1.331499,0.006989,0.008714
2542,AB,4,PSEU,MEN,GLA, 46.00, 24.89,1.374855,0.006352,0.007936
2543,AB,4,PSEU,MEN,GLA, 47.00, 24.48,1.418577,0.005784,0.007240
2544,AB,4,PSEU,MEN,GLA, 48.00, 24.07,1.462665,0.005277,0.006617
2545,AB,4,PSEU,MEN,GLA, 49.00, 23.69,1.507120,0.004823,0.006059
2546,AB,4,PSEU,MEN,GLA, 50.00, 23.31,1.551942,0.004416,0.005557
2547,AB,5,PSEU,MEN,GLA, 13.00, 67.20,0.051628,0.772223,0.794904
2548,AB,5,PSEU,MEN,GLA, 14.00, 63.39,0.084698,0.664341,0.692155
2549,AB,5,PSEU,MEN,GLA, 15.00, 60.05,0.123656,0.556423,0.587149
2550,AB,5,PSEU,MEN,GLA, 16.00, 57.08,0.165519,0.458980,0.490470
2551,AB,5,PSEU,MEN,GLA, 17.00, 54.42,0.208264,0.376103,0.406776
2552,AB,5,PSEU,MEN,GLA, 18.00, 52.03,0.250813,0.307848,0.336733
2553,AB,5,PSEU,MEN,GLA, 19.00, 49.87,0.292700,0.252520,0.279124
2554,AB,5,PSEU,MEN,GLA, 20.00, 47.90,0.333796,0.207962,0.232110
2555,AB,5,PSEU,MEN,GLA, 21.00, 46.10,0.374136,0.172119,0.193832
2556,AB,5,PSEU,MEN,GLA, 22.00, 44.44,0.413827,0.143229,0.162635
2557,AB,5,PSEU,MEN,GLA, 23.00, 42.92,0.452998,0.119856,0.137140
2558,AB,5,PSEU,MEN,GLA, 24.00, 41.51,0.491779,0.100859,0.116222
2559,AB,5,PSEU,MEN,GLA, 25.00, 40.20,0.530290,0.085337,0.098984
2560,AB,5,PSEU,MEN,GLA, 26.00, 38.98,0.568636,0.072586,0.084709
2561,AB,5,PSEU,MEN,GLA, 27.00, 37.84,0.606907,0.062053,0.072830
2562,AB,5,PSEU,MEN,GLA, 28.00, 36.77,0.645180,0.053307,0.062897
2563,AB,5,PSEU,MEN,GLA, 29.00, 35.77,0.683520,0.046005,0.054552
2564,AB,5,PSEU,MEN,GLA, 30.00, 34.83,0.721980,0.039878,0.047506
2565,AB,5,PSEU,MEN,GLA, 31.00, 33.94,0.760605,0.034711,0.041532
2566,AB,5,PSEU,MEN,GLA, 32.00, 33.11,0.799432,0.030334,0.036444
2567,AB,5,PSEU,MEN,GLA, 33.00, 32.32,0.838493,0.026609,0.032092
2568,AB,5,PSEU,MEN,GLA, 34.00, 31.57,0.877814,0.023424,0.028355
2569,AB,5,PSEU,MEN,GLA, 35.00, 30.86,0.917414,0.020692,0.025133
2570,AB,5,PSEU,MEN,GLA, 36.00, 30.18,0.957313,0.018337,0.022345
2571,AB,5,PSEU,MEN,GLA, 37.00, 29.54,0.997524,0.016300,0.019925
2572,AB,5,PSEU,MEN,GLA, 38.00, 28.93,1.038059,0.014532,0.017816
2573,AB,5,PSEU,MEN,GLA, 39.00, 28.34,1.078928,0.012992,0.015972
2574,AB,5,PSEU,MEN,GLA, 40.00, 27.78,1.120138,0.011647,0.014356
2575,AB,5,PSEU,MEN,GLA, 41.00, 27.25,1.161697,0.010467,0.012934
2576,AB,5,PSEU,MEN,GLA, 42.00, 26.74,1.203609,0.009430,0.011680
2577,AB,5,PSEU,MEN,GLA, 43.00, 26.25,1.245877,0.008515,0.010571
2578,AB,5,PSEU,MEN,GLA, 44.00, 25.78,1.288507,0.007706,0.009588
2579,AB,5,PSEU,MEN,GLA, 45.00, 25.33,1.331499,0.006989,0.008714
2580,AB,5,PSEU,MEN,GLA, 46.00, 24.89,1.374855,0.006352,0.007936
2581,AB,5,PSEU,MEN,GLA, 47.00, 24.48,1.418577,0.005784,0.007240
2582,AB,5,PSEU,MEN,GLA, 48.00, 24.07,1.462665,0.005277,0.006617
2583,AB,5,PSEU,MEN,GLA, 49.00, 23.69,1.507120,0.004823,0.006059
2584,AB,5,PSEU,MEN,GLA, 50.00, 23.31,1.551942,0.004416,0.005557
2585,AB,6,PSEU,MEN,GLA, 13.00, 67.20,0.051628,0.772223,0.794904
2586,AB,6,PSEU,MEN,GLA, 14.00, 63.39,0.084698,0.664341,0.692155
2587,AB,6,PSEU,MEN,GLA, 15.00, 60.05,0.123656,0.556423,0.587149
2588,AB,6,PSEU,MEN,GLA, 16.00, 57.08,0.165519,0.458980,0.490470
2589,AB,6,PSEU,MEN,GLA, 17.00, 54.42,0.208264,0.376103,0.406776
2590,AB,6,PSEU,MEN,GLA, 18.00, 52.03,0.250813,0.307848,0.336733
2591,AB,6,PSEU,MEN,GLA, 19.00, 49.87,0.292700,0.252520,0.279124
2592,AB,6,PSEU,MEN,GLA, 20.00, 47.90,0.333796,0.207962,0.232110
2593,AB,6,PSEU,MEN,GLA, 21.00, 46.10,0.374136,0.172119,0.193832
2594,AB,6,PSEU,MEN,GLA, 22.00, 44.44,0.413827,0.143229,0.162635
2595,AB,6,PSEU,MEN,GLA, 23.00, 42.92,0.452998,0.119856,0.137140
2596,AB,6,PSEU,MEN,GLA, 24.00, 41.51,0.491779,0.100859,0.116222
2597,AB,6,PSEU,MEN,GLA, 25.00, 40.20,0.530290,0.085337,0.098984
2598,AB,6,PSEU,MEN,GLA, 26.00, 38.98,0.568636,0.072586,0.084709
2599,AB,6,PSEU,MEN,GLA, 27.00, 37.84,0.606907,0.062053,0.072830
2600,AB,6,PSEU,MEN,GLA, 28.00, 36.77,0.645180,0.053307,0.062897
2601,AB,6,PSEU,MEN,GLA, 29.00, 35.77,0.683520,0.046005,0.054552
2602,AB,6,PSEU,MEN,GLA, 30.00, 34.83,0.721980,0.039878,0.047506
2603,AB,6,PSEU,MEN,GLA, 31.00, 33.94,0.760605,0.034711,0.041532
2604,AB,6,PSEU,MEN,GLA, 32.00, 33.11,0.799432,0.030334,0.036444
2605,AB,6,PSEU,MEN,GLA, 33.00, 32.32,0.838493,0.026609,0.032092
2606,AB,6,PSEU,MEN,GLA, 34.00, 31.57,0.877814,0.023424,0.028355
2607,AB,6,PSEU,MEN,GLA, 35.00, 30.86,0.917414,0.020692,0.025133
2608,AB,6,PSEU,MEN,GLA, 36.00, 30.18,0.957313,0.018337,0.022345
2609,AB,6,PSEU,MEN,GLA, 37.00, 29.54,0.997524,0.016300,0.019925
2610,AB,6,PSEU,MEN,GLA, 38.00, 28.93,1.038059,0.014532,0.017816
2611,AB,6,PSEU,MEN,GLA, 39.00, 28.34,1.078928,0.012992,0.015972
2612,AB,6,PSEU,MEN,GLA, 40.00, 27.78,1.120138,0.011647,0.014356
2613,AB,6,PSEU,MEN,GLA, 41.00, 27.25,1.161697,0.010467,0.012934
2614,AB,6,PSEU,MEN,GLA, 42.00, 26.74,1.203609,0.009430,0.011680
2615,AB,6,PSEU,MEN,GLA, 43.00, 26.25,1.245877,0.008515,0.010571
2616,AB,6,PSEU,MEN,GLA, 44.00, 25.78,1.288507,0.007706,0.009588
2617,AB,6,PSEU,MEN,GLA, 45.00, 25.33,1.331499,0.006989,0.008714
2618,AB,6,PSEU,MEN,GLA, 46.00, 24.89,1.374855,0.006352,0.007936
2619,AB,6,PSEU,MEN,GLA, 47.00, 24.48,1.418577,0.005784,0.007240
2620,AB,6,PSEU,MEN,GLA, 48.00, 24.07,1.462665,0.005277,0.006617
2621,AB,6,PSEU,MEN,GLA, 49.00, 23.69,1.507120,0.004823,0.006059
2622,AB,6,PSEU,MEN,GLA, 50.00, 23.31,1.551942,0.004416,0.005557
2623,AB,9,PSEU,MEN,GLA, 13.00, 67.20,0.051628,0.772223,0.794904
2624,AB,9,PSEU,MEN,GLA, 14.00, 63.39,0.084698,0.664341,0.692155
2625,AB,9,PSEU,MEN,GLA, 15.00, 60.05,0.123656,0.556423,0.587149
2626,AB,9,PSEU,MEN,GLA, 16.00, 57.08,0.165519,0.458980,0.490470
2627,AB,9,PSEU,MEN,GLA, 17.00, 54.42,0.208264,0.376103,0.406776
2628,AB,9,PSEU,MEN,GLA, 18.00, 52.03,0.250813,0.307848,0.336733
2629,AB,9,PSEU,MEN,GLA, 19.00, 49.87,0.292700,0.252520,0.279124
2630,AB,9,PSEU,MEN,GLA, 20.00, 47.90,0.333796,0.207962,0.232110
2631,AB,9,PSEU,MEN,GLA, 21.00, 46.10,0.374136,0.172119,0.193832
2632,AB,9,PSEU,MEN,GLA, 22.00, 44.44,0.413827,0.143229,0.162635
2633,AB,9,PSEU,MEN,GLA, 23.00, 42.92,0.452998,0.119856,0.137140
2634,AB,9,PSEU,MEN,GLA, 24.00, 41.51,0.491779,0.100859,0.116222
2635,AB,9,PSEU,MEN,GLA, 25.00, 40.20,0.530290,0.085337,0.098984
2636,AB,9,PSEU,MEN,GLA, 26.00, 38.98,0.568636,0.072586,0.084709
2637,AB,9,PSEU,MEN,GLA, 27.00, 37.84,0.606907,0.062053,0.072830
2638,AB,9,PSEU,MEN,GLA, 28.00, 36.77,0.645180,0.053307,0.062897
2639,AB,9,PSEU,MEN,GLA, 29.00, 35.77,0.683520,0.046005,0.054552
2640,AB,9,PSEU,MEN,GLA, 30.00, 34.83,0.721980,0.039878,0.047506
2641,AB,9,PSEU,MEN,GLA, 31.00, 33.94,0.760605,0.034711,0.041532
2642,AB,9,PSEU,MEN,GLA, 32.00, 33.11,0.799432,0.030334,0.036444
2643,AB,9,PSEU,MEN,GLA, 33.00, 32.32,0.838493,0.026609,0.032092
2644,AB,9,PSEU,MEN,GLA, 34.00, 31.57,0.877814,0.023424,0.028355
2645,AB,9,PSEU,MEN,GLA, 35.00, 30.86,0.917414,0.020692,0.025133
2646,AB,9,PSEU,MEN,GLA, 36.00, 30.18,0.957313,0.018337,0.022345
2647,AB,9,PSEU,MEN,GLA, 37.00, 29.54,0.997524,0.016300,0.019925
