TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha,ECOZONE,ZONE_NAME,FTEAREA
"104094","4","9","104",A10,A10,9514.538,"9",Boreal PLain,9514.538
"045254","4","25","45",RO1,R51,9488.828,"10",Prairie,9488.828
"055254","4","25","55",LO1,L51,4943.552,"10",Prairie,4943.551
"055254","4","25","55",WO2,W52,4604.597,"10",Prairie,4604.599
"060254","4","25","60",LO1,L51,1749.473,"9",Boreal PLain,1032.279
"060254","4","25","60",LO1,L51,1749.473,"10",Prairie,717.195
"060254","4","25","60",SO1,S51,7766.857,"9",Boreal PLain,4452.861
"060254","4","25","60",SO1,S51,7766.857,"10",Prairie,3313.996
"060254","4","25","60",WO2,W52,4.477,"9",Boreal PLain,4.476
"070254","4","25","70",S23,S23,7129.284,"9",Boreal PLain,7129.283
"070254","4","25","70",SO1,S51,2389.794,"9",Boreal PLain,2389.793
"075254","4","25","75",S17,S17,9534.599,"9",Boreal PLain,9534.601
"085254","4","25","85",S22,S22,9486.010,"9",Boreal PLain,9486.010
"090254","4","25","90",S22,S22,9462.607,"9",Boreal PLain,9462.604
"089085","5","8","89",S10,S10,9486.770,"9",Boreal PLain,9486.770
"094085","5","8","94",P21,P21,9463.264,"9",Boreal PLain,9463.262
"099085","5","8","99",F26,F26,9545.045,"9",Boreal PLain,9545.047
"109085","5","8","109",F23,F23,778.889,"9",Boreal PLain,778.889
"109085","5","8","109",F26,F26,7654.336,"9",Boreal PLain,7654.339
"109085","5","8","109",FO1,F51,1053.071,"9",Boreal PLain,1053.068
"114085","5","8","114",F10,F10,9461.064,"4",Taiga Plain,9461.063
"029095","5","9","29",B11,B11,134.306,"9",Boreal PLain,7.868
"029095","5","9","29",B11,B11,134.306,"14",Montane Cordillera,126.440
"029095","5","9","29",B12,B12,9350.857,"9",Boreal PLain,9323.203
"029095","5","9","29",B12,B12,9350.857,"14",Montane Cordillera,27.653
"034095","5","9","34",R10,R10,9478.775,"9",Boreal PLain,9478.773
"044095","5","9","44",R15,R15,9502.416,"9",Boreal PLain,9502.416
"049095","5","9","49",R15,R15,5013.005,"9",Boreal PLain,5013.005
"049095","5","9","49",RO1,R51,1418.219,"9",Boreal PLain,1418.218
"049095","5","9","49",WO2,W52,3069.265,"9",Boreal PLain,3069.265
"059095","5","9","59",W14,W14,4.147,"9",Boreal PLain,4.147
"059095","5","9","59",W16,W16,7493.231,"9",Boreal PLain,7493.232
"059095","5","9","59",WO1,W51,469.481,"9",Boreal PLain,469.483
"059095","5","9","59",WO2,W52,1580.106,"9",Boreal PLain,1580.104
"064095","5","9","64",W14,W14,9507.635,"9",Boreal PLain,9507.635
"074095","5","9","74",SO2,S52,9441.495,"9",Boreal PLain,9441.494
"079095","5","9","79",S19,S19,9560.457,"9",Boreal PLain,9560.459
"089095","5","9","89",S10,S10,9488.056,"9",Boreal PLain,9488.056
"094095","5","9","94",P21,P21,9462.802,"9",Boreal PLain,9462.801
"104095","5","9","104",F26,F26,9514.425,"9",Boreal PLain,9514.425
"109095","5","9","109",F26,F26,8696.716,"9",Boreal PLain,8696.715
"109095","5","9","109",FO1,F51,792.952,"9",Boreal PLain,792.954
"119095","5","9","119",F10,F10,9544.755,"4",Taiga Plain,9544.756
"024105","5","10","24",B11,B11,1480.289,"14",Montane Cordillera,1480.284
"024105","5","10","24",BO1,B51,5395.184,"14",Montane Cordillera,5395.179
"024105","5","10","24",BO2,B52,2827.687,"14",Montane Cordillera,2827.692
"029105","5","10","29",B11,B11,5013.254,"9",Boreal PLain,247.900
"029105","5","10","29",B11,B11,5013.254,"14",Montane Cordillera,4765.359
"029105","5","10","29",B12,B12,4426.206,"9",Boreal PLain,3128.854
"029105","5","10","29",B12,B12,4426.206,"14",Montane Cordillera,1297.347
"029105","5","10","29",R10,R10,45.323,"9",Boreal PLain,45.324
"039105","5","10","39",R10,R10,9562.954,"9",Boreal PLain,9562.956
"044105","5","10","44",R15,R15,9507.426,"9",Boreal PLain,9507.426
"054105","5","10","54",WO2,W52,9487.258,"9",Boreal PLain,9487.257
"059105","5","10","59",W14,W14,135.711,"9",Boreal PLain,135.712
"059105","5","10","59",W16,W16,1617.110,"9",Boreal PLain,1617.105
"059105","5","10","59",WO1,W51,7780.936,"9",Boreal PLain,7780.942
"064105","5","10","64",W14,W14,9503.998,"9",Boreal PLain,9503.998
"074105","5","10","74",SO2,S52,9453.530,"9",Boreal PLain,9453.530
"079105","5","10","79",M3,M03,1627.209,"9",Boreal PLain,1627.208
"079105","5","10","79",S19,S19,7936.475,"9",Boreal PLain,7936.476
"089105","5","10","89",S10,S10,9487.847,"9",Boreal PLain,9487.847
"094105","5","10","94",P21,P21,9462.807,"9",Boreal PLain,9462.806
"042205","5","20","42",E13,E13,11.321,"14",Montane Cordillera,11.321
"042205","5","20","42",R11,R11,4448.646,"14",Montane Cordillera,4448.644
"042205","5","20","42",R15,R15,1764.120,"14",Montane Cordillera,1764.120
"047205","5","20","47",E14,E14,9517.655,"9",Boreal PLain,8454.946
"047205","5","20","47",E14,E14,9517.655,"14",Montane Cordillera,1062.710
"057205","5","20","57",E14,E14,9491.012,"9",Boreal PLain,9491.012
"062205","5","20","62",W14,W14,9308.058,"9",Boreal PLain,9308.056
"062205","5","20","62",W15,W15,173.524,"9",Boreal PLain,173.524
"072205","5","20","72",GO4,G54,3858.097,"9",Boreal PLain,3858.099
"072205","5","20","72",SO2,S52,5649.206,"9",Boreal PLain,5649.204
"077205","5","20","77",PO5,P55,9486.680,"9",Boreal PLain,9486.680
"087205","5","20","87",P21,P21,3719.286,"9",Boreal PLain,3719.288
"087205","5","20","87",P22,P22,3543.573,"9",Boreal PLain,3543.569
"087205","5","20","87",PO5,P55,2235.607,"9",Boreal PLain,2235.611
"092205","5","20","92",P21,P21,9284.036,"9",Boreal PLain,9284.036
"092205","5","20","92",PO5,P55,220.903,"9",Boreal PLain,220.903
"102205","5","20","102",F11,F11,44.704,"9",Boreal PLain,44.704
"102205","5","20","102",M1,M01,9420.656,"9",Boreal PLain,9420.654
"107205","5","20","107",F11,F11,9512.728,"9",Boreal PLain,9512.730
"117205","5","20","117",F26,F26,9486.563,"4",Taiga Plain,9486.563
"122205","5","20","122",F26,F26,9454.132,"4",Taiga Plain,9454.131
"040215","5","21","40",R11,R11,2742.380,"14",Montane Cordillera,2742.378
"050215","5","21","50",E14,E14,9451.814,"9",Boreal PLain,9451.813
"055215","5","21","55",E14,E14,9529.555,"9",Boreal PLain,9529.556
"065215","5","21","65",G15,G15,3056.380,"9",Boreal PLain,3056.379
"065215","5","21","65",WO3,W53,6433.086,"9",Boreal PLain,6433.087
"070215","5","21","70",GO4,G54,3293.017,"9",Boreal PLain,3293.017
"070215","5","21","70",SO2,S52,6206.501,"9",Boreal PLain,6206.499
"080215","5","21","80",PO5,P55,9512.119,"9",Boreal PLain,9512.119
"085215","5","21","85",PO5,P55,9491.715,"9",Boreal PLain,9491.715
"095215","5","21","95",P14,P14,0.001,"9",Boreal PLain,0.000
"095215","5","21","95",PO5,P55,9557.315,"9",Boreal PLain,9557.318
"100215","5","21","100",P14,P14,797.558,"9",Boreal PLain,797.558
"100215","5","21","100",P19,P19,1586.231,"9",Boreal PLain,1586.236
"100215","5","21","100",PO5,P55,7128.401,"9",Boreal PLain,7128.396
"105215","5","21","105",F11,F11,9488.013,"9",Boreal PLain,9488.010
"105215","5","21","105",M1,M01,0.003,"9",Boreal PLain,0.000
"115215","5","21","115",F26,F26,9541.287,"4",Taiga Plain,9541.288
"120215","5","21","120",F26,F26,9511.360,"4",Taiga Plain,9511.360
"050225","5","22","50",E14,E14,9442.069,"9",Boreal PLain,9442.069
"055225","5","22","55",E14,E14,9531.696,"9",Boreal PLain,9531.698
"065225","5","22","65",G15,G15,9518.504,"9",Boreal PLain,9518.504
"070225","5","22","70",GO4,G54,9401.953,"9",Boreal PLain,9401.951
"070225","5","22","70",SO2,S52,90.867,"9",Boreal PLain,90.867
"080225","5","22","80",PO5,P55,9509.553,"9",Boreal PLain,9509.553
"085225","5","22","85",PO5,P55,9489.438,"9",Boreal PLain,9489.438
"059124","4","12","59",LO1,L51,9519.671,"9",Boreal PLain,9519.673
"064124","4","12","64",LO1,L51,9499.991,"9",Boreal PLain,9499.991
"074124","4","12","74",L1,L01,9454.272,"9",Boreal PLain,9454.270
"079124","4","12","79",L11,L11,9531.027,"9",Boreal PLain,9531.029
"089124","4","12","89",A16,A16,9487.277,"9",Boreal PLain,9487.277
"094124","4","12","94",A16,A16,9467.587,"9",Boreal PLain,9467.585
"104124","4","12","104",A10,A10,9515.731,"9",Boreal PLain,9515.731
"124124","4","12","124",A13,A13,255.983,"9",Boreal PLain,255.984
"057134","4","13","57",LO1,L51,5956.411,"9",Boreal PLain,5956.414
"062134","4","13","62",LO1,L51,9200.457,"9",Boreal PLain,9200.456
"062134","4","13","62",M7,M07,108.112,"9",Boreal PLain,108.111
"072134","4","13","72",L1,L01,9506.489,"9",Boreal PLain,9506.489
"077134","4","13","77",L11,L11,9490.204,"9",Boreal PLain,9490.204
"087134","4","13","87",A16,A16,9529.593,"9",Boreal PLain,9529.595
"092134","4","13","92",A16,A16,9511.897,"9",Boreal PLain,9511.897
"102134","4","13","102",A10,A10,9464.012,"9",Boreal PLain,9464.011
"104066","6","6","104",P20,P20,9509.662,"9",Boreal PLain,8629.996
"104066","6","6","104",P20,P20,9509.662,"4",Taiga Plain,879.666
"120066","6","6","120",F20,F20,9510.424,"4",Taiga Plain,9510.424
"069076","6","7","69",GO1,G51,9494.302,"9",Boreal PLain,9494.302
"084076","6","7","84",G15,G15,2427.631,"9",Boreal PLain,2427.628
"084076","6","7","84",PO2,P52,7106.390,"9",Boreal PLain,7106.393
"103076","6","7","103",P20,P20,9535.358,"9",Boreal PLain,9535.361
"118076","6","7","118",F20,F20,4715.207,"4",Taiga Plain,4715.195
"118076","6","7","118",F26,F26,4744.114,"4",Taiga Plain,4744.123
"067086","6","8","67",G16,G16,9531.364,"9",Boreal PLain,9531.365
"082086","6","8","82",GO3,G53,9487.306,"9",Boreal PLain,9487.305
"102086","6","8","102",P20,P20,9456.331,"9",Boreal PLain,9456.329
"117086","6","8","117",F26,F26,9486.804,"4",Taiga Plain,9486.804
"067096","6","9","67",G16,G16,9526.211,"9",Boreal PLain,9526.211
"082096","6","9","82",GO3,G53,9461.232,"9",Boreal PLain,9461.231
"097096","6","9","97",P8,P08,9488.660,"9",Boreal PLain,9488.660
"113096","6","9","113",F14,F14,9486.172,"4",Taiga Plain,9486.172
"064106","6","10","64",G16,G16,9511.077,"9",Boreal PLain,9128.600
"064106","6","10","64",G16,G16,9511.077,"14",Montane Cordillera,382.477
"079106","6","10","79",G11,G11,0.001,"9",Boreal PLain,0.000
"079106","6","10","79",G9,G09,133.817,"9",Boreal PLain,133.817
"079106","6","10","79",GO3,G53,9419.128,"9",Boreal PLain,9419.129
"094106","6","10","94",P20,P20,9459.661,"9",Boreal PLain,9459.660
"068255","5","25","68",G14,G14,4632.559,"9",Boreal PLain,4632.568
"068255","5","25","68",GO4,G54,4877.055,"9",Boreal PLain,4877.046
"088255","5","25","88",P14,P14,5007.506,"9",Boreal PLain,5007.496
"088255","5","25","88",PO5,P55,4501.014,"9",Boreal PLain,4501.023
"103255","5","25","103",M1,M01,1259.066,"4",Taiga Plain,1259.066
"062265","5","26","62",G15,G15,9469.588,"9",Boreal PLain,9469.587
"077265","5","26","77",GO3,G53,6512.758,"9",Boreal PLain,6512.753
"077265","5","26","77",S19,S19,796.523,"9",Boreal PLain,796.527
"052275","5","27","52",E14,E14,9503.138,"9",Boreal PLain,4146.931
"052275","5","27","52",E14,E14,9503.138,"14",Montane Cordillera,5356.207
"067275","5","27","67",G15,G15,2025.852,"9",Boreal PLain,2025.853
"050285","5","28","50",E13,E13,1157.734,"14",Montane Cordillera,1157.735
"064016","6","1","64",G15,G15,9494.148,"9",Boreal PLain,9494.148
"079016","6","1","79",G10,G10,1676.255,"9",Boreal PLain,1676.246
"079016","6","1","79",GO3,G53,7870.737,"9",Boreal PLain,7870.747
"094016","6","1","94",P20,P20,9457.700,"9",Boreal PLain,9457.699
"114016","6","1","114",F26,F26,9461.616,"4",Taiga Plain,9461.615
"107106","6","10","107",F26,F26,9518.928,"4",Taiga Plain,9518.930
"123106","6","10","123",F20,F20,9543.079,"4",Taiga Plain,9543.082
"060116","6","11","60",G16,G16,9505.230,"14",Montane Cordillera,9505.230
"075116","6","11","75",G16,G16,9527.242,"9",Boreal PLain,9527.244
"090116","6","11","90",P19,P19,9463.712,"9",Boreal PLain,9463.712
"105116","6","11","105",F26,F26,9484.807,"9",Boreal PLain,9484.807
"120116","6","11","120",F20,F20,9510.367,"4",Taiga Plain,9510.367
"072126","6","12","72",GO1,G51,9504.504,"9",Boreal PLain,9504.504
"087126","6","12","87",P19,P19,9541.441,"9",Boreal PLain,9541.443
"102126","6","12","102",P8,P08,9453.615,"9",Boreal PLain,9453.613
"122126","6","12","122",F20,F20,5669.454,"4",Taiga Plain,5669.453
"061136","6","13","61",G16,G16,9491.968,"14",Montane Cordillera,9491.968
"076136","6","13","76",G16,G16,8534.630,"9",Boreal PLain,8534.630
"091136","6","13","91",P19,P19,4056.276,"9",Boreal PLain,4056.277
"101136","6","13","101",P8,P08,1815.787,"9",Boreal PLain,1815.787
"070146","6","14","70",G12,G12,1101.570,"9",Boreal PLain,1101.569
"056014","4","1","56",LO1,L51,9484.979,"9",Boreal PLain,9484.979
"070014","4","1","70",L9,L09,9479.502,"9",Boreal PLain,9479.502
"085014","4","1","85",A16,A16,9482.497,"9",Boreal PLain,9482.497
"085014","4","1","85",L11,L11,0.001,"9",Boreal PLain,0.001
"099014","4","1","99",A11,A11,9541.991,"9",Boreal PLain,9541.992
"099014","4","1","99",A6,A06,0.001,"9",Boreal PLain,0.001
"114014","4","1","114",A12,A12,9457.449,"6",Boreal Shield,9457.448
"063024","4","2","63",LO1,L51,9538.730,"9",Boreal PLain,9538.732
"077024","4","2","77",L11,L11,9489.850,"9",Boreal PLain,9489.850
"092024","4","2","92",A16,A16,9508.421,"9",Boreal PLain,9508.421
"108024","4","2","108",A12,A12,9512.008,"6",Boreal Shield,9512.008
"066144","4","14","66",LO1,L51,9449.411,"9",Boreal PLain,9449.410
"081144","4","14","81",L3,L03,9486.825,"9",Boreal PLain,9486.825
"096144","4","14","96",A16,A16,9508.886,"9",Boreal PLain,9508.886
"126144","4","14","126",A13,A13,2520.608,"9",Boreal PLain,2520.610
"059154","4","15","59",LO1,L51,9511.809,"9",Boreal PLain,9511.810
"074154","4","15","74",L3,L03,9457.056,"9",Boreal PLain,9457.056
"089154","4","15","89",A16,A16,9486.646,"9",Boreal PLain,9486.646
"098254","4","25","98",A9,A09,5551.008,"9",Boreal PLain,5551.007
"007264","4","26","7",CO1,C51,9564.509,"10",Prairie,9564.510
"052264","4","26","52",WO2,W52,8960.360,"10",Prairie,8960.361
"067264","4","26","67",S23,S23,9544.346,"9",Boreal PLain,9544.348
"082264","4","26","82",S18,S18,4892.921,"9",Boreal PLain,4892.920
"007274","4","27","7",CO1,C51,9558.584,"10",Prairie,9558.586
"037274","4","27","37",RO1,R51,3131.077,"10",Prairie,3131.077
"057274","4","27","57",WO2,W52,8548.633,"10",Prairie,8548.633
"002284","4","28","2",CO1,C51,9443.803,"10",Prairie,6166.630
"002284","4","28","2",CO1,C51,9443.803,"14",Montane Cordillera,3277.172
"017284","4","28","17",BO1,B51,1557.387,"10",Prairie,1557.387
"047284","4","28","47",RO1,R51,3291.016,"9",Boreal PLain,3291.016
"008294","4","29","8",CO2,C52,9483.852,"10",Prairie,9483.852
"113105","5","10","113",F26,F26,9482.983,"4",Taiga Plain,9482.983
"035115","5","11","35",R10,R10,9534.476,"9",Boreal PLain,9534.477
"050115","5","11","50",R15,R15,9443.013,"9",Boreal PLain,9443.012
"070115","5","11","70",S20,S20,9479.568,"9",Boreal PLain,9479.567
"085115","5","11","85",S10,S10,9490.553,"9",Boreal PLain,9490.553
"107094","4","9","107",A12,A12,9011.003,"9",Boreal PLain,9011.004
"117094","4","9","117",A13,A13,2620.158,"9",Boreal PLain,2569.607
"117094","4","9","117",A13,A13,2620.158,"5",Taiga Shield,50.553
"121094","4","9","121",A13,A13,3819.095,"9",Boreal PLain,3536.221
"121094","4","9","121",A13,A13,3819.095,"5",Taiga Shield,282.875
"125094","4","9","125",A13,A13,9486.655,"9",Boreal PLain,4546.100
"125094","4","9","125",A13,A13,9486.655,"5",Taiga Shield,4940.555
"127094","4","9","127",A13,A13,30.662,"9",Boreal PLain,15.648
"127094","4","9","127",A13,A13,30.662,"5",Taiga Shield,15.070
"055104","4","10","55",LO1,L51,2937.157,"9",Boreal PLain,2937.160
"059104","4","10","59",LO1,L51,9522.575,"9",Boreal PLain,9522.575
"063104","4","10","63",LO1,L51,9550.102,"9",Boreal PLain,9550.104
"102234","4","23","102",A9,A09,9463.544,"9",Boreal PLain,9463.542
"044244","4","24","44",RO1,R51,995.879,"10",Prairie,995.877
"048244","4","24","48",RO1,R51,827.595,"10",Prairie,827.596
"051244","4","24","51",RO1,R51,439.932,"10",Prairie,439.932
"054244","4","24","54",LO1,L51,5339.252,"10",Prairie,5339.244
"058244","4","24","58",LO1,L51,9426.517,"9",Boreal PLain,246.287
"058244","4","24","58",LO1,L51,9426.517,"10",Prairie,9180.227
"061244","4","24","61",LO1,L51,5681.780,"9",Boreal PLain,5681.780
"061244","4","24","61",SO1,S51,3815.641,"9",Boreal PLain,3815.641
"065244","4","24","65",SO1,S51,9505.094,"9",Boreal PLain,9505.094
"068244","4","24","68",S23,S23,2717.694,"9",Boreal PLain,2717.693
"068244","4","24","68",SO1,S51,6801.382,"9",Boreal PLain,6801.383
"071244","4","24","71",L2,L02,2552.087,"9",Boreal PLain,2552.087
"071244","4","24","71",S23,S23,7012.135,"9",Boreal PLain,7012.135
"075244","4","24","75",S17,S17,9536.432,"9",Boreal PLain,9536.433
"079244","4","24","79",S17,S17,6259.697,"9",Boreal PLain,6259.696
"079244","4","24","79",S18,S18,3267.006,"9",Boreal PLain,3267.009
"081244","4","24","81",S18,S18,9482.666,"9",Boreal PLain,9482.666
"085244","4","24","85",S22,S22,9485.964,"9",Boreal PLain,9485.964
"089244","4","24","89",S22,S22,9488.021,"9",Boreal PLain,9488.021
"093244","4","24","93",S22,S22,9484.920,"9",Boreal PLain,9484.920
"095244","4","24","95",S22,S22,9541.195,"9",Boreal PLain,9541.197
"099244","4","24","99",A9,A09,9535.376,"9",Boreal PLain,9535.379
"103244","4","24","103",A9,A09,9544.809,"9",Boreal PLain,9544.812
"002254","4","25","2",CO1,C51,3227.574,"10",Prairie,3227.571
"004254","4","25","4",CO1,C51,4779.598,"10",Prairie,4779.598
"008254","4","25","8",CO1,C51,1465.144,"10",Prairie,1465.148
"043254","4","25","43",RO1,R51,5048.611,"10",Prairie,5048.608
"046254","4","25","46",RO1,R51,9453.007,"10",Prairie,9453.005
"049254","4","25","49",RO1,R51,6109.852,"10",Prairie,6109.857
"053254","4","25","53",WO2,W52,416.464,"10",Prairie,416.464
"057254","4","25","57",LO1,L51,4823.440,"10",Prairie,4823.439
"057254","4","25","57",WO2,W52,4668.060,"10",Prairie,4668.061
"059254","4","25","59",LO1,L51,4724.427,"9",Boreal PLain,1931.920
"059254","4","25","59",LO1,L51,4724.427,"10",Prairie,2792.508
"059254","4","25","59",WO2,W52,4770.854,"9",Boreal PLain,2983.415
"059254","4","25","59",WO2,W52,4770.854,"10",Prairie,1787.440
"063254","4","25","63",SO1,S51,9447.820,"9",Boreal PLain,9447.822
"067254","4","25","67",S23,S23,9512.290,"9",Boreal PLain,9512.291
"069254","4","25","69",S23,S23,9364.045,"9",Boreal PLain,9364.045
"069254","4","25","69",SO1,S51,131.560,"9",Boreal PLain,131.560
"073254","4","25","73",S17,S17,9484.706,"9",Boreal PLain,9484.706
"077254","4","25","77",S17,S17,9488.683,"9",Boreal PLain,9488.683
"081254","4","25","81",S18,S18,9494.205,"9",Boreal PLain,9494.205
"083254","4","25","83",S18,S18,9544.687,"9",Boreal PLain,9544.689
"087254","4","25","87",S22,S22,9536.063,"9",Boreal PLain,9536.066
"091254","4","25","91",S22,S22,7856.861,"9",Boreal PLain,7856.863
"083085","5","8","83",S19,S19,9505.789,"9",Boreal PLain,9505.790
"087085","5","8","87",S10,S10,9536.916,"9",Boreal PLain,9536.918
"090085","5","8","90",P21,P21,9473.800,"9",Boreal PLain,9473.798
"093085","5","8","93",P21,P21,9487.108,"9",Boreal PLain,9487.108
"097085","5","8","97",F26,F26,9490.397,"9",Boreal PLain,9490.397
"101085","5","8","101",F26,F26,9489.784,"9",Boreal PLain,9489.784
"103085","5","8","103",F26,F26,9542.839,"9",Boreal PLain,9542.841
"107085","5","8","107",F26,F26,9515.880,"9",Boreal PLain,9515.881
"111085","5","8","111",F26,F26,9533.266,"9",Boreal PLain,3271.562
"111085","5","8","111",F26,F26,9533.266,"4",Taiga Plain,6261.706
"115085","5","8","115",F10,F10,9543.936,"4",Taiga Plain,9543.938
"117085","5","8","117",F10,F10,9484.495,"4",Taiga Plain,9484.495
"127134","4","13","127",A13,A13,29.816,"9",Boreal PLain,29.856
"098225","5","22","98",P19,P19,9466.866,"9",Boreal PLain,9466.865
"103225","5","22","103",M1,M01,9538.628,"9",Boreal PLain,9538.629
"113225","5","22","113",F26,F26,9489.841,"4",Taiga Plain,9489.841
"118225","5","22","118",F26,F26,9463.160,"4",Taiga Plain,9463.158
"049235","5","23","49",E14,E14,9479.616,"9",Boreal PLain,9479.616
"054235","5","23","54",E14,E14,9474.203,"9",Boreal PLain,9474.201
"059235","5","23","59",W15,W15,9544.213,"9",Boreal PLain,9544.214
"069235","5","23","69",G14,G14,792.255,"9",Boreal PLain,792.255
"069235","5","23","69",GO4,G54,8694.133,"9",Boreal PLain,8694.134
"074235","5","23","74",GO4,G54,6673.933,"9",Boreal PLain,6673.927
"074235","5","23","74",S19,S19,2763.162,"9",Boreal PLain,2763.167
"084235","5","23","84",PO5,P55,9513.615,"9",Boreal PLain,9513.615
"089235","5","23","89",PO5,P55,9491.020,"9",Boreal PLain,9491.020
"099235","5","23","99",P19,P19,9546.041,"9",Boreal PLain,9546.043
"104235","5","23","104",F11,F11,0.004,"9",Boreal PLain,0.000
"104235","5","23","104",M1,M01,9512.199,"9",Boreal PLain,9512.203
"114235","5","23","114",F26,F26,9459.867,"4",Taiga Plain,9459.865
"119235","5","23","119",F26,F26,9546.560,"4",Taiga Plain,9546.563
"052245","5","24","52",E14,E14,8760.792,"9",Boreal PLain,8760.787
"052245","5","24","52",E9,E09,707.931,"9",Boreal PLain,707.935
"057245","5","24","57",E14,E14,9487.612,"9",Boreal PLain,9487.612
