TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha
"028085","5","8","28",B12,B12,9501.731
"033085","5","8","33",B12,B12,2383.793
"033085","5","8","33",R10,R10,7103.735
"043085","5","8","43",R15,R15,9611.618
"048085","5","8","48",R15,R15,0.002
"048085","5","8","48",RO1,R51,9507.954
"058085","5","8","58",WO2,W52,9484.076
"063085","5","8","63",W14,W14,9520.288
"073085","5","8","73",S20,S20,7271.387
"073085","5","8","73",SO2,S52,2226.787
"078085","5","8","78",S17,S17,3157.509
"078085","5","8","78",S19,S19,6327.263
"105175","5","17","105",F11,F11,9478.195
"105175","5","17","105",FO1,F51,12.902
"110175","5","17","110",F11,F11,3728.574
"110175","5","17","110",FO1,F51,5731.660
"120175","5","17","120",F26,F26,9511.267
"125175","5","17","125",F10,F10,9485.878
"041185","5","18","41",R11,R11,7184.107
"041185","5","18","41",R15,R15,2298.352
"046185","5","18","46",E14,E14,5130.061
"046185","5","18","46",R13,R13,4327.055
"056185","5","18","56",E14,E14,9501.103
"061185","5","18","61",W14,W14,9490.970
"071185","5","18","71",S16,S16,2985.142
"071185","5","18","71",SO2,S52,6562.814
"076185","5","18","76",PO5,P55,6556.065
"076185","5","18","76",SO2,S52,2958.870
"086185","5","18","86",P21,P21,9462.362
